#node	identifier	category	term ID	term description
Pvr	7227.FBpp0291358	GO Process	GO:0048583	Regulation of response to stimulus
Pvr	7227.FBpp0291358	GO Process	GO:0048584	Positive regulation of response to stimulus
Pvr	7227.FBpp0291358	GO Process	GO:0048585	Negative regulation of response to stimulus
Pvr	7227.FBpp0291358	GO Process	GO:0048598	Embryonic morphogenesis
Pvr	7227.FBpp0291358	GO Process	GO:0048608	Reproductive structure development
Pvr	7227.FBpp0291358	GO Process	GO:0048609	Multicellular organismal reproductive process
Pvr	7227.FBpp0291358	GO Process	GO:0048619	Embryonic hindgut morphogenesis
Pvr	7227.FBpp0291358	GO Process	GO:0048666	Neuron development
Pvr	7227.FBpp0291358	GO Process	GO:0048699	Generation of neurons
Pvr	7227.FBpp0291358	GO Process	GO:0048707	Instar larval or pupal morphogenesis
Pvr	7227.FBpp0291358	GO Process	GO:0048729	Tissue morphogenesis
Pvr	7227.FBpp0291358	GO Process	GO:0048731	System development
Pvr	7227.FBpp0291358	GO Process	GO:0048732	Gland development
Pvr	7227.FBpp0291358	GO Process	GO:0048803	Imaginal disc-derived male genitalia morphogenesis
Pvr	7227.FBpp0291358	GO Process	GO:0048805	Imaginal disc-derived genitalia morphogenesis
Pvr	7227.FBpp0291358	GO Process	GO:0048806	Genitalia development
Pvr	7227.FBpp0291358	GO Process	GO:0048808	Male genitalia morphogenesis
Pvr	7227.FBpp0291358	GO Process	GO:0048856	Anatomical structure development
Pvr	7227.FBpp0291358	GO Process	GO:0048869	Cellular developmental process
Pvr	7227.FBpp0291358	GO Process	GO:0048870	Cell motility
Pvr	7227.FBpp0291358	GO Process	GO:0048871	Multicellular organismal-level homeostasis
Pvr	7227.FBpp0291358	GO Process	GO:0048872	Homeostasis of number of cells
Pvr	7227.FBpp0291358	GO Process	GO:0050776	Regulation of immune response
Pvr	7227.FBpp0291358	GO Process	GO:0050777	Negative regulation of immune response
Pvr	7227.FBpp0291358	GO Process	GO:0050789	Regulation of biological process
Pvr	7227.FBpp0291358	GO Process	GO:0050794	Regulation of cellular process
Pvr	7227.FBpp0291358	GO Process	GO:0050896	Response to stimulus
Pvr	7227.FBpp0291358	GO Process	GO:0051239	Regulation of multicellular organismal process
Pvr	7227.FBpp0291358	GO Process	GO:0051707	Response to other organism
Pvr	7227.FBpp0291358	GO Process	GO:0051716	Cellular response to stimulus
Pvr	7227.FBpp0291358	GO Process	GO:0051896	Regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction
Pvr	7227.FBpp0291358	GO Process	GO:0051897	Positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction
Pvr	7227.FBpp0291358	GO Process	GO:0055123	Digestive system development
Pvr	7227.FBpp0291358	GO Process	GO:0060429	Epithelium development
Pvr	7227.FBpp0291358	GO Process	GO:0060562	Epithelial tube morphogenesis
Pvr	7227.FBpp0291358	GO Process	GO:0061326	Renal tubule development
Pvr	7227.FBpp0291358	GO Process	GO:0061327	Anterior Malpighian tubule development
Pvr	7227.FBpp0291358	GO Process	GO:0061333	Renal tubule morphogenesis
Pvr	7227.FBpp0291358	GO Process	GO:0061458	Reproductive system development
Pvr	7227.FBpp0291358	GO Process	GO:0061525	Hindgut development
Pvr	7227.FBpp0291358	GO Process	GO:0065007	Biological regulation
Pvr	7227.FBpp0291358	GO Process	GO:0065008	Regulation of biological quality
Pvr	7227.FBpp0291358	GO Process	GO:0070372	Regulation of ERK1 and ERK2 cascade
Pvr	7227.FBpp0291358	GO Process	GO:0070374	Positive regulation of ERK1 and ERK2 cascade
Pvr	7227.FBpp0291358	GO Process	GO:0071695	Anatomical structure maturation
Pvr	7227.FBpp0291358	GO Process	GO:0071840	Cellular component organization or biogenesis
Pvr	7227.FBpp0291358	GO Process	GO:0072001	Renal system development
Pvr	7227.FBpp0291358	GO Process	GO:0072002	Malpighian tubule development
Pvr	7227.FBpp0291358	GO Process	GO:0090066	Regulation of anatomical structure size
Pvr	7227.FBpp0291358	GO Process	GO:0090130	Tissue migration
Pvr	7227.FBpp0291358	GO Process	GO:0090132	Epithelium migration
Pvr	7227.FBpp0291358	GO Process	GO:0090504	Epiboly
Pvr	7227.FBpp0291358	GO Process	GO:0090505	Epiboly involved in wound healing
Pvr	7227.FBpp0291358	GO Process	GO:0090598	Male anatomical structure morphogenesis
Pvr	7227.FBpp0291358	GO Process	GO:0098542	Defense response to other organism
Pvr	7227.FBpp0291358	GO Process	GO:0140546	Defense response to symbiont
Pvr	7227.FBpp0291358	GO Process	GO:1902531	Regulation of intracellular signal transduction
Pvr	7227.FBpp0291358	GO Process	GO:1902533	Positive regulation of intracellular signal transduction
Pvr	7227.FBpp0291358	GO Process	GO:1903432	Regulation of TORC1 signaling
Pvr	7227.FBpp0291358	GO Process	GO:1903684	Regulation of border follicle cell migration
Pvr	7227.FBpp0291358	GO Process	GO:1903688	Positive regulation of border follicle cell migration
Pvr	7227.FBpp0291358	GO Process	GO:1904263	Positive regulation of TORC1 signaling
Pvr	7227.FBpp0291358	GO Process	GO:2000145	Regulation of cell motility
Pvr	7227.FBpp0291358	GO Process	GO:2000147	Positive regulation of cell motility
Pvr	7227.FBpp0291358	GO Function	GO:0000166	Nucleotide binding
Pvr	7227.FBpp0291358	GO Function	GO:0003824	Catalytic activity
Pvr	7227.FBpp0291358	GO Function	GO:0004672	Protein kinase activity
Pvr	7227.FBpp0291358	GO Function	GO:0004713	Protein tyrosine kinase activity
Pvr	7227.FBpp0291358	GO Function	GO:0004714	Transmembrane receptor protein tyrosine kinase activity
Pvr	7227.FBpp0291358	GO Function	GO:0004888	Transmembrane signaling receptor activity
Pvr	7227.FBpp0291358	GO Function	GO:0005488	Binding
Pvr	7227.FBpp0291358	GO Function	GO:0005515	Protein binding
Pvr	7227.FBpp0291358	GO Function	GO:0005524	ATP binding
Pvr	7227.FBpp0291358	GO Function	GO:0016301	Kinase activity
Pvr	7227.FBpp0291358	GO Function	GO:0016740	Transferase activity
Pvr	7227.FBpp0291358	GO Function	GO:0016772	Transferase activity, transferring phosphorus-containing groups
Pvr	7227.FBpp0291358	GO Function	GO:0016773	Phosphotransferase activity, alcohol group as acceptor
Pvr	7227.FBpp0291358	GO Function	GO:0017076	Purine nucleotide binding
Pvr	7227.FBpp0291358	GO Function	GO:0019199	Transmembrane receptor protein kinase activity
Pvr	7227.FBpp0291358	GO Function	GO:0019838	Growth factor binding
Pvr	7227.FBpp0291358	GO Function	GO:0030554	Adenyl nucleotide binding
Pvr	7227.FBpp0291358	GO Function	GO:0032553	Ribonucleotide binding
Pvr	7227.FBpp0291358	GO Function	GO:0032555	Purine ribonucleotide binding
Pvr	7227.FBpp0291358	GO Function	GO:0032559	Adenyl ribonucleotide binding
Pvr	7227.FBpp0291358	GO Function	GO:0035639	Purine ribonucleoside triphosphate binding
Pvr	7227.FBpp0291358	GO Function	GO:0036094	Small molecule binding
Pvr	7227.FBpp0291358	GO Function	GO:0038023	Signaling receptor activity
Pvr	7227.FBpp0291358	GO Function	GO:0038085	Vascular endothelial growth factor binding
Pvr	7227.FBpp0291358	GO Function	GO:0043167	Ion binding
Pvr	7227.FBpp0291358	GO Function	GO:0043168	Anion binding
Pvr	7227.FBpp0291358	GO Function	GO:0043169	Cation binding
Pvr	7227.FBpp0291358	GO Function	GO:0046872	Metal ion binding
Pvr	7227.FBpp0291358	GO Function	GO:0060089	Molecular transducer activity
Pvr	7227.FBpp0291358	GO Function	GO:0097367	Carbohydrate derivative binding
Pvr	7227.FBpp0291358	GO Function	GO:0140096	Catalytic activity, acting on a protein
Pvr	7227.FBpp0291358	GO Function	GO:1901265	Nucleoside phosphate binding
Pvr	7227.FBpp0291358	GO Function	GO:1901363	Heterocyclic compound binding
Pvr	7227.FBpp0291358	GO Component	GO:0005886	Plasma membrane
Pvr	7227.FBpp0291358	GO Component	GO:0016020	Membrane
Pvr	7227.FBpp0291358	GO Component	GO:0032991	Protein-containing complex
Pvr	7227.FBpp0291358	GO Component	GO:0043235	Receptor complex
Pvr	7227.FBpp0291358	GO Component	GO:0071944	Cell periphery
Pvr	7227.FBpp0291358	GO Component	GO:0110165	Cellular anatomical structure
Pvr	7227.FBpp0291358	STRING clusters	CL:11137	Mixed, incl. MAPK signaling pathway - fly, and Cell surface receptor protein tyrosine kinase signaling pathway
Pvr	7227.FBpp0291358	STRING clusters	CL:11138	Mixed, incl. Cell surface receptor protein tyrosine kinase signaling pathway, and MAPK signaling pathway - fly
Pvr	7227.FBpp0291358	STRING clusters	CL:11139	Cell surface receptor protein tyrosine kinase signaling pathway, and Negative regulation of ERK1 and ERK2 cascade
Pvr	7227.FBpp0291358	STRING clusters	CL:11140	Mixed, incl. IGF1R signaling cascade, and Insulin-like superfamily
Pvr	7227.FBpp0291358	Reactome	DME-109704	PI3K Cascade
Pvr	7227.FBpp0291358	Reactome	DME-112399	IRS-mediated signalling
Pvr	7227.FBpp0291358	Reactome	DME-1257604	PIP3 activates AKT signaling
Pvr	7227.FBpp0291358	Reactome	DME-1280215	Cytokine Signaling in Immune system
Pvr	7227.FBpp0291358	Reactome	DME-1433557	Signaling by SCF-KIT
Pvr	7227.FBpp0291358	Reactome	DME-1433559	Regulation of KIT signaling
Pvr	7227.FBpp0291358	Reactome	DME-1474244	Extracellular matrix organization
Pvr	7227.FBpp0291358	Reactome	DME-162582	Signal Transduction
Pvr	7227.FBpp0291358	Reactome	DME-168256	Immune System
Pvr	7227.FBpp0291358	Reactome	DME-186763	Downstream signal transduction
Pvr	7227.FBpp0291358	Reactome	DME-186797	Signaling by PDGF
Pvr	7227.FBpp0291358	Reactome	DME-194138	Signaling by VEGF
Pvr	7227.FBpp0291358	Reactome	DME-199418	Negative regulation of the PI3K/AKT network
Pvr	7227.FBpp0291358	Reactome	DME-216083	Integrin cell surface interactions
Pvr	7227.FBpp0291358	Reactome	DME-2404192	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)
Pvr	7227.FBpp0291358	Reactome	DME-2428924	IGF1R signaling cascade
Pvr	7227.FBpp0291358	Reactome	DME-2428928	IRS-related events triggered by IGF1R
Pvr	7227.FBpp0291358	Reactome	DME-4420097	VEGFA-VEGFR2 Pathway
Pvr	7227.FBpp0291358	Reactome	DME-5673001	RAF/MAP kinase cascade
Pvr	7227.FBpp0291358	Reactome	DME-5683057	MAPK family signaling cascades
Pvr	7227.FBpp0291358	Reactome	DME-5684996	MAPK1/MAPK3 signaling
Pvr	7227.FBpp0291358	Reactome	DME-6811558	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling
Pvr	7227.FBpp0291358	Reactome	DME-74751	Insulin receptor signalling cascade
Pvr	7227.FBpp0291358	Reactome	DME-74752	Signaling by Insulin receptor
Pvr	7227.FBpp0291358	Reactome	DME-9006925	Intracellular signaling by second messengers
Pvr	7227.FBpp0291358	Reactome	DME-9006934	Signaling by Receptor Tyrosine Kinases
Pvr	7227.FBpp0291358	Reactome	DME-9607240	FLT3 Signaling
Pvr	7227.FBpp0291358	WikiPathways	WP3653	Equilibrium signaling of differentiated cells
Pvr	7227.FBpp0291358	COMPARTMENTS	GOCC:0005886	Plasma membrane
Pvr	7227.FBpp0291358	COMPARTMENTS	GOCC:0016020	Membrane
Pvr	7227.FBpp0291358	COMPARTMENTS	GOCC:0071944	Cell periphery
Pvr	7227.FBpp0291358	COMPARTMENTS	GOCC:0110165	Cellular anatomical structure
Pvr	7227.FBpp0291358	Monarch	FBcv:0000349	Viable
Pvr	7227.FBpp0291358	Monarch	FBcv:0000351	Lethal
Pvr	7227.FBpp0291358	Monarch	FBcv:0000352	Partially lethal - majority die
Pvr	7227.FBpp0291358	Monarch	FBcv:0000354	Visible
Pvr	7227.FBpp0291358	Monarch	FBcv:0000357	Abnormal size
Pvr	7227.FBpp0291358	Monarch	FBcv:0000359	Decreased cell number
Pvr	7227.FBpp0291358	Monarch	FBcv:0000360	Decreased cell size
Pvr	7227.FBpp0291358	Monarch	FBcv:0000362	Increased cell number
Pvr	7227.FBpp0291358	Monarch	FBcv:0000374	Fertile
Pvr	7227.FBpp0291358	Monarch	FBcv:0000385	Short lived
Pvr	7227.FBpp0291358	Monarch	FBcv:0000424	Abnormal cell death
Pvr	7227.FBpp0291358	Monarch	FBcv:0000425	Increased cell death
Pvr	7227.FBpp0291358	Monarch	FBcv:0000428	Abnormal cell size
Pvr	7227.FBpp0291358	Monarch	FBcv:0000435	Abnormal neuroanatomy
Pvr	7227.FBpp0291358	Monarch	FBcv:0000709	Abnormal cell number
Pvr	7227.FBpp0291358	Monarch	FBcv:0000723	Neoplasia
Pvr	7227.FBpp0291358	Monarch	FBcv:0002000	Lethal - all die before end of P-stage
Pvr	7227.FBpp0291358	Monarch	FBcv:0002001	Lethal - all die before end of first instar larval stage
Pvr	7227.FBpp0291358	Monarch	FBcv:0002002	Lethal - all die before end of larval stage
Pvr	7227.FBpp0291358	Monarch	FBcv:0002003	Lethal - all die before end of second instar larval stage
Pvr	7227.FBpp0291358	Monarch	FBcv:0002004	Increased mortality
Pvr	7227.FBpp0291358	Monarch	FBcv:0002015	Partially lethal
Pvr	7227.FBpp0291358	Monarch	FBcv:0002019	Increased mortality during development
Pvr	7227.FBpp0291358	Monarch	FBcv:0002020	Some die during P-stage
Pvr	7227.FBpp0291358	Monarch	FBcv:0002026	Lethal - all die before end of prepupal stage
Pvr	7227.FBpp0291358	Monarch	FBcv:0002027	Lethal - all die before end of pupal stage
Pvr	7227.FBpp0291358	Monarch	FBcv:0002033	Lethal - all die during embryonic stage
Pvr	7227.FBpp0291358	Monarch	FBcv:0002037	Majority die during embryonic stage
Pvr	7227.FBpp0291358	Monarch	FBcv:0002039	Some die during pupal stage
Pvr	7227.FBpp0291358	Monarch	FBcv:0002041	Some die during embryonic stage
Pvr	7227.FBpp0291358	UniProt Keywords	KW-0067	ATP-binding
Pvr	7227.FBpp0291358	UniProt Keywords	KW-0325	Glycoprotein
Pvr	7227.FBpp0291358	UniProt Keywords	KW-0393	Immunoglobulin domain
Pvr	7227.FBpp0291358	UniProt Keywords	KW-0460	Magnesium
Pvr	7227.FBpp0291358	UniProt Keywords	KW-0472	Membrane
Pvr	7227.FBpp0291358	UniProt Keywords	KW-0479	Metal-binding
Pvr	7227.FBpp0291358	UniProt Keywords	KW-0547	Nucleotide-binding
Pvr	7227.FBpp0291358	UniProt Keywords	KW-0675	Receptor
Pvr	7227.FBpp0291358	UniProt Keywords	KW-0732	Signal
Pvr	7227.FBpp0291358	UniProt Keywords	KW-0808	Transferase
Pvr	7227.FBpp0291358	UniProt Keywords	KW-0812	Transmembrane
Pvr	7227.FBpp0291358	UniProt Keywords	KW-1015	Disulfide bond
Pvr	7227.FBpp0291358	UniProt Keywords	KW-1133	Transmembrane helix
Pvr	7227.FBpp0291358	InterPro	IPR000719	Protein kinase domain
Pvr	7227.FBpp0291358	InterPro	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
Pvr	7227.FBpp0291358	InterPro	IPR003598	Immunoglobulin subtype 2
Pvr	7227.FBpp0291358	InterPro	IPR003599	Immunoglobulin domain subtype
Pvr	7227.FBpp0291358	InterPro	IPR007110	Immunoglobulin-like domain
Pvr	7227.FBpp0291358	InterPro	IPR008266	Tyrosine-protein kinase, active site
Pvr	7227.FBpp0291358	InterPro	IPR011009	Protein kinase-like domain superfamily
Pvr	7227.FBpp0291358	InterPro	IPR013098	Immunoglobulin I-set
Pvr	7227.FBpp0291358	InterPro	IPR013106	Immunoglobulin V-set domain
Pvr	7227.FBpp0291358	InterPro	IPR013783	Immunoglobulin-like fold
Pvr	7227.FBpp0291358	InterPro	IPR017441	Protein kinase, ATP binding site
Pvr	7227.FBpp0291358	InterPro	IPR036179	Immunoglobulin-like domain superfamily
Pvr	7227.FBpp0291358	InterPro	IPR050122	Receptor Tyrosine Kinase
Pvr	7227.FBpp0291358	SMART	SM00219	Tyrosine kinase, catalytic domain
Pvr	7227.FBpp0291358	SMART	SM00408	Immunoglobulin C-2 Type
Pvr	7227.FBpp0291358	SMART	SM00409	Immunoglobulin
Pvr	7227.FBpp0291358	SMART	SM00410	Immunoglobulin like
Rab5	7227.FBpp0077473	GO Process	GO:0000902	Cell morphogenesis
Rab5	7227.FBpp0077473	GO Process	GO:0001667	Ameboidal-type cell migration
Rab5	7227.FBpp0077473	GO Process	GO:0001700	Embryonic development via the syncytial blastoderm
Rab5	7227.FBpp0077473	GO Process	GO:0002009	Morphogenesis of an epithelium
Rab5	7227.FBpp0077473	GO Process	GO:0002064	Epithelial cell development
Rab5	7227.FBpp0077473	GO Process	GO:0002165	Instar larval or pupal development
Rab5	7227.FBpp0077473	GO Process	GO:0003006	Developmental process involved in reproduction
Rab5	7227.FBpp0077473	GO Process	GO:0006810	Transport
Rab5	7227.FBpp0077473	GO Process	GO:0006836	Neurotransmitter transport
Rab5	7227.FBpp0077473	GO Process	GO:0006886	Intracellular protein transport
Rab5	7227.FBpp0077473	GO Process	GO:0006887	Exocytosis
Rab5	7227.FBpp0077473	GO Process	GO:0006897	Endocytosis
Rab5	7227.FBpp0077473	GO Process	GO:0006898	Receptor-mediated endocytosis
Rab5	7227.FBpp0077473	GO Process	GO:0006906	Vesicle fusion
Rab5	7227.FBpp0077473	GO Process	GO:0006909	Phagocytosis
Rab5	7227.FBpp0077473	GO Process	GO:0006996	Organelle organization
Rab5	7227.FBpp0077473	GO Process	GO:0007028	Cytoplasm organization
Rab5	7227.FBpp0077473	GO Process	GO:0007032	Endosome organization
Rab5	7227.FBpp0077473	GO Process	GO:0007154	Cell communication
Rab5	7227.FBpp0077473	GO Process	GO:0007163	Establishment or maintenance of cell polarity
Rab5	7227.FBpp0077473	GO Process	GO:0007165	Signal transduction
Rab5	7227.FBpp0077473	GO Process	GO:0007220	Notch receptor processing
Rab5	7227.FBpp0077473	GO Process	GO:0007264	Small GTPase-mediated signal transduction
Rab5	7227.FBpp0077473	GO Process	GO:0007275	Multicellular organism development
Rab5	7227.FBpp0077473	GO Process	GO:0007276	Gamete generation
Rab5	7227.FBpp0077473	GO Process	GO:0007281	Germ cell development
Rab5	7227.FBpp0077473	GO Process	GO:0007292	Female gamete generation
Rab5	7227.FBpp0077473	GO Process	GO:0007296	Vitellogenesis
Rab5	7227.FBpp0077473	GO Process	GO:0007297	Follicle cell of egg chamber migration
Rab5	7227.FBpp0077473	GO Process	GO:0007298	Border follicle cell migration
Rab5	7227.FBpp0077473	GO Process	GO:0007349	Cellularization
Rab5	7227.FBpp0077473	GO Process	GO:0007391	Dorsal closure
Rab5	7227.FBpp0077473	GO Process	GO:0007399	Nervous system development
Rab5	7227.FBpp0077473	GO Process	GO:0007409	Axonogenesis
Rab5	7227.FBpp0077473	GO Process	GO:0007444	Imaginal disc development
Rab5	7227.FBpp0077473	GO Process	GO:0007483	Genital disc morphogenesis
Rab5	7227.FBpp0077473	GO Process	GO:0007484	Imaginal disc-derived genitalia development
Rab5	7227.FBpp0077473	GO Process	GO:0007485	Imaginal disc-derived male genitalia development
Rab5	7227.FBpp0077473	GO Process	GO:0007548	Sex differentiation
Rab5	7227.FBpp0077473	GO Process	GO:0007552	Metamorphosis
Rab5	7227.FBpp0077473	GO Process	GO:0007560	Imaginal disc morphogenesis
Rab5	7227.FBpp0077473	GO Process	GO:0008104	Intracellular protein localization
Rab5	7227.FBpp0077473	GO Process	GO:0008152	Metabolic process
Rab5	7227.FBpp0077473	GO Process	GO:0009653	Anatomical structure morphogenesis
Rab5	7227.FBpp0077473	GO Process	GO:0009790	Embryo development
Rab5	7227.FBpp0077473	GO Process	GO:0009791	Post-embryonic development
Rab5	7227.FBpp0077473	GO Process	GO:0009792	Embryo development ending in birth or egg hatching
Rab5	7227.FBpp0077473	GO Process	GO:0009886	Post-embryonic animal morphogenesis
Rab5	7227.FBpp0077473	GO Process	GO:0009887	Animal organ morphogenesis
Rab5	7227.FBpp0077473	GO Process	GO:0009888	Tissue development
Rab5	7227.FBpp0077473	GO Process	GO:0009987	Cellular process
Rab5	7227.FBpp0077473	GO Process	GO:0010256	Endomembrane system organization
Rab5	7227.FBpp0077473	GO Process	GO:0010631	Epithelial cell migration
Rab5	7227.FBpp0077473	GO Process	GO:0015031	Protein transport
Rab5	7227.FBpp0077473	GO Process	GO:0016032	Viral process
Rab5	7227.FBpp0077473	GO Process	GO:0016043	Cellular component organization
Rab5	7227.FBpp0077473	GO Process	GO:0016049	Cell growth
Rab5	7227.FBpp0077473	GO Process	GO:0016050	Vesicle organization
Rab5	7227.FBpp0077473	GO Process	GO:0016192	Vesicle-mediated transport
Rab5	7227.FBpp0077473	GO Process	GO:0016197	Endosomal transport
Rab5	7227.FBpp0077473	GO Process	GO:0016331	Morphogenesis of embryonic epithelium
Rab5	7227.FBpp0077473	GO Process	GO:0016358	Dendrite development
Rab5	7227.FBpp0077473	GO Process	GO:0016477	Cell migration
Rab5	7227.FBpp0077473	GO Process	GO:0019058	Viral life cycle
Rab5	7227.FBpp0077473	GO Process	GO:0019538	Protein metabolic process
Rab5	7227.FBpp0077473	GO Process	GO:0019953	Sexual reproduction
Rab5	7227.FBpp0077473	GO Process	GO:0022008	Neurogenesis
Rab5	7227.FBpp0077473	GO Process	GO:0022412	Cellular process involved in reproduction in multicellular organism
Rab5	7227.FBpp0077473	GO Process	GO:0022414	Reproductive process
Rab5	7227.FBpp0077473	GO Process	GO:0022607	Cellular component assembly
Rab5	7227.FBpp0077473	GO Process	GO:0023052	Signaling
Rab5	7227.FBpp0077473	GO Process	GO:0030030	Cell projection organization
Rab5	7227.FBpp0077473	GO Process	GO:0030154	Cell differentiation
Rab5	7227.FBpp0077473	GO Process	GO:0030182	Neuron differentiation
Rab5	7227.FBpp0077473	GO Process	GO:0030539	Male genitalia development
Rab5	7227.FBpp0077473	GO Process	GO:0030707	Follicle cell of egg chamber development
Rab5	7227.FBpp0077473	GO Process	GO:0030855	Epithelial cell differentiation
Rab5	7227.FBpp0077473	GO Process	GO:0031175	Neuron projection development
Rab5	7227.FBpp0077473	GO Process	GO:0032482	Rab protein signal transduction
Rab5	7227.FBpp0077473	GO Process	GO:0032501	Multicellular organismal process
Rab5	7227.FBpp0077473	GO Process	GO:0032502	Developmental process
Rab5	7227.FBpp0077473	GO Process	GO:0032509	Endosome transport via multivesicular body sorting pathway
Rab5	7227.FBpp0077473	GO Process	GO:0032940	Secretion by cell
Rab5	7227.FBpp0077473	GO Process	GO:0032956	Regulation of actin cytoskeleton organization
Rab5	7227.FBpp0077473	GO Process	GO:0032970	Regulation of actin filament-based process
Rab5	7227.FBpp0077473	GO Process	GO:0033036	Macromolecule localization
Rab5	7227.FBpp0077473	GO Process	GO:0033043	Regulation of organelle organization
Rab5	7227.FBpp0077473	GO Process	GO:0034058	Endosomal vesicle fusion
Rab5	7227.FBpp0077473	GO Process	GO:0035088	Establishment or maintenance of apical/basal cell polarity
Rab5	7227.FBpp0077473	GO Process	GO:0035112	Genitalia morphogenesis
Rab5	7227.FBpp0077473	GO Process	GO:0035126	Post-embryonic genitalia morphogenesis
Rab5	7227.FBpp0077473	GO Process	GO:0035215	Genital disc development
Rab5	7227.FBpp0077473	GO Process	GO:0035220	Wing disc development
Rab5	7227.FBpp0077473	GO Process	GO:0035556	Intracellular signal transduction
Rab5	7227.FBpp0077473	GO Process	GO:0036257	Multivesicular body organization
Rab5	7227.FBpp0077473	GO Process	GO:0036258	Multivesicular body assembly
Rab5	7227.FBpp0077473	GO Process	GO:0036465	Synaptic vesicle recycling
Rab5	7227.FBpp0077473	GO Process	GO:0040007	Growth
Rab5	7227.FBpp0077473	GO Process	GO:0043170	Macromolecule metabolic process
Rab5	7227.FBpp0077473	GO Process	GO:0044085	Cellular component biogenesis
Rab5	7227.FBpp0077473	GO Process	GO:0044238	Primary metabolic process
Rab5	7227.FBpp0077473	GO Process	GO:0044403	Biological process involved in symbiotic interaction
Rab5	7227.FBpp0077473	GO Process	GO:0044409	Symbiont entry into host
Rab5	7227.FBpp0077473	GO Process	GO:0044419	Biological process involved in interspecies interaction between organisms
Rab5	7227.FBpp0077473	GO Process	GO:0045184	Establishment of protein localization
Rab5	7227.FBpp0077473	GO Process	GO:0046661	Male sex differentiation
Rab5	7227.FBpp0077473	GO Process	GO:0046664	Dorsal closure, amnioserosa morphology change
Rab5	7227.FBpp0077473	GO Process	GO:0046718	Symbiont entry into host cell
Rab5	7227.FBpp0077473	GO Process	GO:0046903	Secretion
Rab5	7227.FBpp0077473	GO Process	GO:0046907	Intracellular transport
Rab5	7227.FBpp0077473	GO Process	GO:0048015	Phosphatidylinositol-mediated signaling
Rab5	7227.FBpp0077473	GO Process	GO:0048227	Plasma membrane to endosome transport
Rab5	7227.FBpp0077473	GO Process	GO:0048284	Organelle fusion
Rab5	7227.FBpp0077473	GO Process	GO:0048468	Cell development
Rab5	7227.FBpp0077473	GO Process	GO:0048477	Oogenesis
Rab5	7227.FBpp0077473	GO Process	GO:0048488	Synaptic vesicle endocytosis
Rab5	7227.FBpp0077473	GO Process	GO:0048513	Animal organ development
Rab5	7227.FBpp0077473	GO Process	GO:0048588	Developmental cell growth
Rab5	7227.FBpp0077473	GO Process	GO:0048589	Developmental growth
Rab5	7227.FBpp0077473	GO Process	GO:0048598	Embryonic morphogenesis
Rab5	7227.FBpp0077473	GO Process	GO:0048608	Reproductive structure development
Rab5	7227.FBpp0077473	GO Process	GO:0048609	Multicellular organismal reproductive process
Rab5	7227.FBpp0077473	GO Process	GO:0048646	Anatomical structure formation involved in morphogenesis
Rab5	7227.FBpp0077473	GO Process	GO:0048666	Neuron development
Rab5	7227.FBpp0077473	GO Process	GO:0048667	Cell morphogenesis involved in neuron differentiation
Rab5	7227.FBpp0077473	GO Process	GO:0048675	Axon extension
Rab5	7227.FBpp0077473	GO Process	GO:0048699	Generation of neurons
Rab5	7227.FBpp0077473	GO Process	GO:0048707	Instar larval or pupal morphogenesis
Rab5	7227.FBpp0077473	GO Process	GO:0048729	Tissue morphogenesis
Rab5	7227.FBpp0077473	GO Process	GO:0048731	System development
Rab5	7227.FBpp0077473	GO Process	GO:0048803	Imaginal disc-derived male genitalia morphogenesis
Rab5	7227.FBpp0077473	GO Process	GO:0048805	Imaginal disc-derived genitalia morphogenesis
Rab5	7227.FBpp0077473	GO Process	GO:0048806	Genitalia development
Rab5	7227.FBpp0077473	GO Process	GO:0048808	Male genitalia morphogenesis
Rab5	7227.FBpp0077473	GO Process	GO:0048812	Neuron projection morphogenesis
Rab5	7227.FBpp0077473	GO Process	GO:0048813	Dendrite morphogenesis
Rab5	7227.FBpp0077473	GO Process	GO:0048856	Anatomical structure development
Rab5	7227.FBpp0077473	GO Process	GO:0048858	Cell projection morphogenesis
Rab5	7227.FBpp0077473	GO Process	GO:0048869	Cellular developmental process
Rab5	7227.FBpp0077473	GO Process	GO:0048870	Cell motility
Rab5	7227.FBpp0077473	GO Process	GO:0050789	Regulation of biological process
Rab5	7227.FBpp0077473	GO Process	GO:0050794	Regulation of cellular process
Rab5	7227.FBpp0077473	GO Process	GO:0050803	Regulation of synapse structure or activity
Rab5	7227.FBpp0077473	GO Process	GO:0050896	Response to stimulus
Rab5	7227.FBpp0077473	GO Process	GO:0051128	Regulation of cellular component organization
Rab5	7227.FBpp0077473	GO Process	GO:0051179	Localization
Rab5	7227.FBpp0077473	GO Process	GO:0051234	Establishment of localization
Rab5	7227.FBpp0077473	GO Process	GO:0051239	Regulation of multicellular organismal process
Rab5	7227.FBpp0077473	GO Process	GO:0051493	Regulation of cytoskeleton organization
Rab5	7227.FBpp0077473	GO Process	GO:0051641	Cellular localization
Rab5	7227.FBpp0077473	GO Process	GO:0051649	Establishment of localization in cell
Rab5	7227.FBpp0077473	GO Process	GO:0051701	Biological process involved in interaction with host
