"Input Order","Search Term","Input GeneID","FlyBaseID","Input Gene Symbol","Output Species","Output GeneID","Human Species Gene ID","Output Gene Symbol","Ensembl ID (link HPA)","DIOPT Score","Weighted Score","Rank","Best Score","Best Score Reverse","Prediction Derived From","Alignment & Scores","Feedback","Gene Details"
"20","FBgn0013276","44920","FBgn0013276","Hsp70Ab","Human","6782","11375","HSPA13","ENSG00000155304","1","0.9","low","No","No","eggNOG","","Add","G2F details (HSPA13)    DRscDB Data: (HSPA13)                             Human Protein Atlas  (HPA)"
"20","FBgn0013276","44920","FBgn0013276","Hsp70Ab","Human","116835","16193","HSPA12B","ENSG00000132622","1","0.9","low","No","No","eggNOG","","Add","G2F details (HSPA12B)    DRscDB Data: (HSPA12B)                             Human Protein Atlas  (HPA)"
"20","FBgn0013276","44920","FBgn0013276","Hsp70Ab","Human","9528","1239","TMEM59","ENSG00000116209","1","0.9","low","No","Yes","eggNOG","","Add","G2F details (TMEM59)    DRscDB Data: (TMEM59)                             Human Protein Atlas  (HPA)"
"20","FBgn0013276","44920","FBgn0013276","Hsp70Ab","Human","388633","32069","LDLRAD1","ENSG00000203985","1","0.9","low","No","Yes","eggNOG","","Add","G2F details (LDLRAD1)    DRscDB Data: (LDLRAD1)                             Human Protein Atlas  (HPA)"
"20","FBgn0013276","44920","FBgn0013276","Hsp70Ab","Human","25789","13237","TMEM59L","ENSG00000105696","1","0.9","low","No","Yes","eggNOG","","Add","G2F details (TMEM59L)    DRscDB Data: (TMEM59L)                             Human Protein Atlas  (HPA)"
"21","FBgn0013277","44921","FBgn0013277","Hsp70Ba","Human","3306","5235","HSPA2","ENSG00000126803","4","3.93","moderate","Yes","No","eggNOG, OrthoFinder, Compara, Panther","","Add","G2F details (HSPA2)    DRscDB Data: (HSPA2)                             Human Protein Atlas  (HPA)"
"21","FBgn0013277","44921","FBgn0013277","Hsp70Ba","Human","3312","5241","HSPA8","ENSG00000109971","3","3","low","No","No","eggNOG, OrthoFinder, Panther","","Add","G2F details (HSPA8)    DRscDB Data: (HSPA8)                             Human Protein Atlas  (HPA)"
"21","FBgn0013277","44921","FBgn0013277","Hsp70Ba","Human","3310","5239","HSPA6","ENSG00000173110","3","2.9","low","No","No","eggNOG, OrthoFinder, SonicParanoid","","Add","G2F details (HSPA6)    DRscDB Data: (HSPA6)                             Human Protein Atlas  (HPA)"
"21","FBgn0013277","44921","FBgn0013277","Hsp70Ba","Human","3305","5234","HSPA1L","ENSG00000204390","2","1.9","low","No","No","eggNOG, OrthoFinder","","Add","G2F details (HSPA1L)    DRscDB Data: (HSPA1L)                             Human Protein Atlas  (HPA)"
"21","FBgn0013277","44921","FBgn0013277","Hsp70Ba","Human","3303","5232","HSPA1A","ENSG00000204389","2","1.9","low","No","No","eggNOG, OrthoFinder","","Add","G2F details (HSPA1A)    DRscDB Data: (HSPA1A)                             Human Protein Atlas  (HPA)"
"21","FBgn0013277","44921","FBgn0013277","Hsp70Ba","Human","3304","5233","HSPA1B","ENSG00000204388","2","1.9","low","No","No","eggNOG, OrthoFinder","","Add","G2F details (HSPA1B)    DRscDB Data: (HSPA1B)                             Human Protein Atlas  (HPA)"
"21","FBgn0013277","44921","FBgn0013277","Hsp70Ba","Human","51182","29526","HSPA14","ENSG00000187522","2","1.9","low","No","No","eggNOG, OrthoFinder","","Add","G2F details (HSPA14)    DRscDB Data: (HSPA14)                             Human Protein Atlas  (HPA)"
"21","FBgn0013277","44921","FBgn0013277","Hsp70Ba","Human","3313","5244","HSPA9","ENSG00000113013","1","1","low","No","No","OrthoFinder","","Add","G2F details (HSPA9)    DRscDB Data: (HSPA9)                             Human Protein Atlas  (HPA)"
"21","FBgn0013277","44921","FBgn0013277","Hsp70Ba","Human","3309","5238","HSPA5","ENSG00000044574","1","1","low","No","No","OrthoFinder","","Add","G2F details (HSPA5)    DRscDB Data: (HSPA5)                             Human Protein Atlas  (HPA)"
"21","FBgn0013277","44921","FBgn0013277","Hsp70Ba","Human","118461","26973","C10orf71","ENSG00000177354","1","0.9","low","No","Yes","eggNOG","","Add","G2F details (C10orf71)    DRscDB Data: (C10orf71)                             Human Protein Atlas  (HPA)"
"21","FBgn0013277","44921","FBgn0013277","Hsp70Ba","Human","259217","19022","HSPA12A","ENSG00000165868","1","0.9","low","No","Yes","eggNOG","","Add","G2F details (HSPA12A)    DRscDB Data: (HSPA12A)                             Human Protein Atlas  (HPA)"
"21","FBgn0013277","44921","FBgn0013277","Hsp70Ba","Human","54979","17824","PLAAT2","ENSG00000133328","1","0.9","low","No","Yes","eggNOG","","Add","G2F details (PLAAT2)    DRscDB Data: (PLAAT2)                             Human Protein Atlas  (HPA)"
"21","FBgn0013277","44921","FBgn0013277","Hsp70Ba","Human","57110","14922","PLAAT1","ENSG00000127252","1","0.9","low","No","Yes","eggNOG","","Add","G2F details (PLAAT1)    DRscDB Data: (PLAAT1)                             Human Protein Atlas  (HPA)"
"21","FBgn0013277","44921","FBgn0013277","Hsp70Ba","Human","11145","17825","PLAAT3","ENSG00000176485","1","0.9","low","No","Yes","eggNOG","","Add","G2F details (PLAAT3)    DRscDB Data: (PLAAT3)                             Human Protein Atlas  (HPA)"
"21","FBgn0013277","44921","FBgn0013277","Hsp70Ba","Human","6782","11375","HSPA13","ENSG00000155304","1","0.9","low","No","No","eggNOG","","Add","G2F details (HSPA13)    DRscDB Data: (HSPA13)                             Human Protein Atlas  (HPA)"
"21","FBgn0013277","44921","FBgn0013277","Hsp70Ba","Human","5920","9869","PLAAT4","ENSG00000133321","1","0.9","low","No","Yes","eggNOG","","Add","G2F details (PLAAT4)    DRscDB Data: (PLAAT4)                             Human Protein Atlas  (HPA)"
"21","FBgn0013277","44921","FBgn0013277","Hsp70Ba","Human","9528","1239","TMEM59","ENSG00000116209","1","0.9","low","No","Yes","eggNOG","","Add","G2F details (TMEM59)    DRscDB Data: (TMEM59)                             Human Protein Atlas  (HPA)"
"21","FBgn0013277","44921","FBgn0013277","Hsp70Ba","Human","116835","16193","HSPA12B","ENSG00000132622","1","0.9","low","No","No","eggNOG","","Add","G2F details (HSPA12B)    DRscDB Data: (HSPA12B)                             Human Protein Atlas  (HPA)"
"21","FBgn0013277","44921","FBgn0013277","Hsp70Ba","Human","388633","32069","LDLRAD1","ENSG00000203985","1","0.9","low","No","Yes","eggNOG","","Add","G2F details (LDLRAD1)    DRscDB Data: (LDLRAD1)                             Human Protein Atlas  (HPA)"
"21","FBgn0013277","44921","FBgn0013277","Hsp70Ba","Human","25789","13237","TMEM59L","ENSG00000105696","1","0.9","low","No","Yes","eggNOG","","Add","G2F details (TMEM59L)    DRscDB Data: (TMEM59L)                             Human Protein Atlas  (HPA)"
"22","FBgn0013278","48582","FBgn0013278","Hsp70Bb","Human","3306","5235","HSPA2","ENSG00000126803","4","3.93","moderate","Yes","No","eggNOG, OrthoFinder, Compara, Panther","","Add","G2F details (HSPA2)    DRscDB Data: (HSPA2)                             Human Protein Atlas  (HPA)"
"22","FBgn0013278","48582","FBgn0013278","Hsp70Bb","Human","3310","5239","HSPA6","ENSG00000173110","4","3.81","moderate","Yes","No","eggNOG, OrthoFinder, Phylome, SonicParanoid","","Add","G2F details (HSPA6)    DRscDB Data: (HSPA6)                             Human Protein Atlas  (HPA)"
"22","FBgn0013278","48582","FBgn0013278","Hsp70Bb","Human","116835","16193","HSPA12B","ENSG00000132622","2","1.81","moderate","No","Yes","eggNOG, Phylome","","Add","G2F details (HSPA12B)    DRscDB Data: (HSPA12B)                             Human Protein Atlas  (HPA)"
"22","FBgn0013278","48582","FBgn0013278","Hsp70Bb","Human","3312","5241","HSPA8","ENSG00000109971","3","3","low","No","No","eggNOG, OrthoFinder, Panther","","Add","G2F details (HSPA8)    DRscDB Data: (HSPA8)                             Human Protein Atlas  (HPA)"
"22","FBgn0013278","48582","FBgn0013278","Hsp70Bb","Human","3305","5234","HSPA1L","ENSG00000204390","3","2.81","low","No","No","eggNOG, OrthoFinder, Phylome","","Add","G2F details (HSPA1L)    DRscDB Data: (HSPA1L)                             Human Protein Atlas  (HPA)"
"22","FBgn0013278","48582","FBgn0013278","Hsp70Bb","Human","3303","5232","HSPA1A","ENSG00000204389","3","2.81","low","No","No","eggNOG, OrthoFinder, Phylome","","Add","G2F details (HSPA1A)    DRscDB Data: (HSPA1A)                             Human Protein Atlas  (HPA)"
"22","FBgn0013278","48582","FBgn0013278","Hsp70Bb","Human","3304","5233","HSPA1B","ENSG00000204388","3","2.81","low","No","No","eggNOG, OrthoFinder, Phylome","","Add","G2F details (HSPA1B)    DRscDB Data: (HSPA1B)                             Human Protein Atlas  (HPA)"
"22","FBgn0013278","48582","FBgn0013278","Hsp70Bb","Human","51182","29526","HSPA14","ENSG00000187522","2","1.9","low","No","No","eggNOG, OrthoFinder","","Add","G2F details (HSPA14)    DRscDB Data: (HSPA14)                             Human Protein Atlas  (HPA)"
"22","FBgn0013278","48582","FBgn0013278","Hsp70Bb","Human","3313","5244","HSPA9","ENSG00000113013","1","1","low","No","No","OrthoFinder","","Add","G2F details (HSPA9)    DRscDB Data: (HSPA9)                             Human Protein Atlas  (HPA)"
"22","FBgn0013278","48582","FBgn0013278","Hsp70Bb","Human","3309","5238","HSPA5","ENSG00000044574","1","1","low","No","No","OrthoFinder","","Add","G2F details (HSPA5)    DRscDB Data: (HSPA5)                             Human Protein Atlas  (HPA)"
"22","FBgn0013278","48582","FBgn0013278","Hsp70Bb","Human","54979","17824","PLAAT2","ENSG00000133328","1","0.9","low","No","Yes","eggNOG","","Add","G2F details (PLAAT2)    DRscDB Data: (PLAAT2)                             Human Protein Atlas  (HPA)"
"22","FBgn0013278","48582","FBgn0013278","Hsp70Bb","Human","259217","19022","HSPA12A","ENSG00000165868","1","0.9","low","No","Yes","eggNOG","","Add","G2F details (HSPA12A)    DRscDB Data: (HSPA12A)                             Human Protein Atlas  (HPA)"
"22","FBgn0013278","48582","FBgn0013278","Hsp70Bb","Human","118461","26973","C10orf71","ENSG00000177354","1","0.9","low","No","Yes","eggNOG","","Add","G2F details (C10orf71)    DRscDB Data: (C10orf71)                             Human Protein Atlas  (HPA)"
"22","FBgn0013278","48582","FBgn0013278","Hsp70Bb","Human","9528","1239","TMEM59","ENSG00000116209","1","0.9","low","No","Yes","eggNOG","","Add","G2F details (TMEM59)    DRscDB Data: (TMEM59)                             Human Protein Atlas  (HPA)"
"22","FBgn0013278","48582","FBgn0013278","Hsp70Bb","Human","57110","14922","PLAAT1","ENSG00000127252","1","0.9","low","No","Yes","eggNOG","","Add","G2F details (PLAAT1)    DRscDB Data: (PLAAT1)                             Human Protein Atlas  (HPA)"
"22","FBgn0013278","48582","FBgn0013278","Hsp70Bb","Human","11145","17825","PLAAT3","ENSG00000176485","1","0.9","low","No","Yes","eggNOG","","Add","G2F details (PLAAT3)    DRscDB Data: (PLAAT3)                             Human Protein Atlas  (HPA)"
"22","FBgn0013278","48582","FBgn0013278","Hsp70Bb","Human","6782","11375","HSPA13","ENSG00000155304","1","0.9","low","No","No","eggNOG","","Add","G2F details (HSPA13)    DRscDB Data: (HSPA13)                             Human Protein Atlas  (HPA)"
"22","FBgn0013278","48582","FBgn0013278","Hsp70Bb","Human","5920","9869","PLAAT4","ENSG00000133321","1","0.9","low","No","Yes","eggNOG","","Add","G2F details (PLAAT4)    DRscDB Data: (PLAAT4)                             Human Protein Atlas  (HPA)"
"22","FBgn0013278","48582","FBgn0013278","Hsp70Bb","Human","25789","13237","TMEM59L","ENSG00000105696","1","0.9","low","No","Yes","eggNOG","","Add","G2F details (TMEM59L)    DRscDB Data: (TMEM59L)                             Human Protein Atlas  (HPA)"
"22","FBgn0013278","48582","FBgn0013278","Hsp70Bb","Human","388633","32069","LDLRAD1","ENSG00000203985","1","0.9","low","No","Yes","eggNOG","","Add","G2F details (LDLRAD1)    DRscDB Data: (LDLRAD1)                             Human Protein Atlas  (HPA)"
"23","FBgn0051354","50022","FBgn0051354","Hsp70Bbb","Human","3306","5235","HSPA2","ENSG00000126803","5","4.83","moderate","Yes","No","eggNOG, OrthoFinder, Compara, Panther, orthoMCL","","Add","G2F details (HSPA2)    DRscDB Data: (HSPA2)                             Human Protein Atlas  (HPA)"
"23","FBgn0051354","50022","FBgn0051354","Hsp70Bbb","Human","3312","5241","HSPA8","ENSG00000109971","4","3.9","moderate","No","No","eggNOG, OrthoFinder, Panther, orthoMCL","","Add","G2F details (HSPA8)    DRscDB Data: (HSPA8)                             Human Protein Atlas  (HPA)"
"23","FBgn0051354","50022","FBgn0051354","Hsp70Bbb","Human","3310","5239","HSPA6","ENSG00000173110","4","3.8","moderate","No","No","eggNOG, OrthoFinder, SonicParanoid, orthoMCL","","Add","G2F details (HSPA6)    DRscDB Data: (HSPA6)                             Human Protein Atlas  (HPA)"
"23","FBgn0051354","50022","FBgn0051354","Hsp70Bbb","Human","116835","16193","HSPA12B","ENSG00000132622","2","1.81","moderate","No","Yes","eggNOG, Phylome","","Add","G2F details (HSPA12B)    DRscDB Data: (HSPA12B)                             Human Protein Atlas  (HPA)"
"23","FBgn0051354","50022","FBgn0051354","Hsp70Bbb","Human","3305","5234","HSPA1L","ENSG00000204390","3","2.8","low","No","No","eggNOG, OrthoFinder, orthoMCL","","Add","G2F details (HSPA1L)    DRscDB Data: (HSPA1L)                             Human Protein Atlas  (HPA)"
"23","FBgn0051354","50022","FBgn0051354","Hsp70Bbb","Human","3303","5232","HSPA1A","ENSG00000204389","3","2.8","low","No","No","eggNOG, OrthoFinder, orthoMCL","","Add","G2F details (HSPA1A)    DRscDB Data: (HSPA1A)                             Human Protein Atlas  (HPA)"
"23","FBgn0051354","50022","FBgn0051354","Hsp70Bbb","Human","3304","5233","HSPA1B","ENSG00000204388","3","2.8","low","No","No","eggNOG, OrthoFinder, orthoMCL","","Add","G2F details (HSPA1B)    DRscDB Data: (HSPA1B)                             Human Protein Atlas  (HPA)"
"23","FBgn0051354","50022","FBgn0051354","Hsp70Bbb","Human","51182","29526","HSPA14","ENSG00000187522","3","2.8","low","No","No","eggNOG, OrthoFinder, orthoMCL","","Add","G2F details (HSPA14)    DRscDB Data: (HSPA14)                             Human Protein Atlas  (HPA)"
"23","FBgn0051354","50022","FBgn0051354","Hsp70Bbb","Human","3309","5238","HSPA5","ENSG00000044574","2","1.9","low","No","No","OrthoFinder, orthoMCL","","Add","G2F details (HSPA5)    DRscDB Data: (HSPA5)                             Human Protein Atlas  (HPA)"
"23","FBgn0051354","50022","FBgn0051354","Hsp70Bbb","Human","6782","11375","HSPA13","ENSG00000155304","2","1.8","low","No","No","eggNOG, orthoMCL","","Add","G2F details (HSPA13)    DRscDB Data: (HSPA13)                             Human Protein Atlas  (HPA)"
"23","FBgn0051354","50022","FBgn0051354","Hsp70Bbb","Human","3313","5244","HSPA9","ENSG00000113013","1","1","low","No","No","OrthoFinder","","Add","G2F details (HSPA9)    DRscDB Data: (HSPA9)                             Human Protein Atlas  (HPA)"
"23","FBgn0051354","50022","FBgn0051354","Hsp70Bbb","Human","57110","14922","PLAAT1","ENSG00000127252","1","0.9","low","No","Yes","eggNOG","","Add","G2F details (PLAAT1)    DRscDB Data: (PLAAT1)                             Human Protein Atlas  (HPA)"
"23","FBgn0051354","50022","FBgn0051354","Hsp70Bbb","Human","11145","17825","PLAAT3","ENSG00000176485","1","0.9","low","No","Yes","eggNOG","","Add","G2F details (PLAAT3)    DRscDB Data: (PLAAT3)                             Human Protein Atlas  (HPA)"
"23","FBgn0051354","50022","FBgn0051354","Hsp70Bbb","Human","5920","9869","PLAAT4","ENSG00000133321","1","0.9","low","No","Yes","eggNOG","","Add","G2F details (PLAAT4)    DRscDB Data: (PLAAT4)                             Human Protein Atlas  (HPA)"
"23","FBgn0051354","50022","FBgn0051354","Hsp70Bbb","Human","9528","1239","TMEM59","ENSG00000116209","1","0.9","low","No","Yes","eggNOG","","Add","G2F details (TMEM59)    DRscDB Data: (TMEM59)                             Human Protein Atlas  (HPA)"
"23","FBgn0051354","50022","FBgn0051354","Hsp70Bbb","Human","388633","32069","LDLRAD1","ENSG00000203985","1","0.9","low","No","Yes","eggNOG","","Add","G2F details (LDLRAD1)    DRscDB Data: (LDLRAD1)                             Human Protein Atlas  (HPA)"
"23","FBgn0051354","50022","FBgn0051354","Hsp70Bbb","Human","22824","17041","HSPA4L","ENSG00000164070","1","0.9","low","No","No","orthoMCL","","Add","G2F details (HSPA4L)    DRscDB Data: (HSPA4L)                             Human Protein Atlas  (HPA)"
"23","FBgn0051354","50022","FBgn0051354","Hsp70Bbb","Human","3308","5237","HSPA4","ENSG00000170606","1","0.9","low","No","No","orthoMCL","","Add","G2F details (HSPA4)    DRscDB Data: (HSPA4)                             Human Protein Atlas  (HPA)"
"23","FBgn0051354","50022","FBgn0051354","Hsp70Bbb","Human","25789","13237","TMEM59L","ENSG00000105696","1","0.9","low","No","Yes","eggNOG","","Add","G2F details (TMEM59L)    DRscDB Data: (TMEM59L)                             Human Protein Atlas  (HPA)"
"23","FBgn0051354","50022","FBgn0051354","Hsp70Bbb","Human","10808","16969","HSPH1","ENSG00000120694","1","0.9","low","No","No","orthoMCL","","Add","G2F details (HSPH1)    DRscDB Data: (HSPH1)                             Human Protein Atlas  (HPA)"
"23","FBgn0051354","50022","FBgn0051354","Hsp70Bbb","Human","118461","26973","C10orf71","ENSG00000177354","1","0.9","low","No","Yes","eggNOG","","Add","G2F details (C10orf71)    DRscDB Data: (C10orf71)                             Human Protein Atlas  (HPA)"
"23","FBgn0051354","50022","FBgn0051354","Hsp70Bbb","Human","259217","19022","HSPA12A","ENSG00000165868","1","0.9","low","No","Yes","eggNOG","","Add","G2F details (HSPA12A)    DRscDB Data: (HSPA12A)                             Human Protein Atlas  (HPA)"
"23","FBgn0051354","50022","FBgn0051354","Hsp70Bbb","Human","54979","17824","PLAAT2","ENSG00000133328","1","0.9","low","No","Yes","eggNOG","","Add","G2F details (PLAAT2)    DRscDB Data: (PLAAT2)                             Human Protein Atlas  (HPA)"
"23","FBgn0051354","50022","FBgn0051354","Hsp70Bbb","Human","10525","16931","HYOU1","ENSG00000149428","1","0.9","low","No","No","orthoMCL","","Add","G2F details (HYOU1)    DRscDB Data: (HYOU1)                             Human Protein Atlas  (HPA)"
"24","FBgn0013279","48583","FBgn0013279","Hsp70Bc","Human","3306","5235","HSPA2","ENSG00000126803","5","4.83","moderate","Yes","No","eggNOG, OrthoFinder, Compara, Panther, orthoMCL","","Add","G2F details (HSPA2)    DRscDB Data: (HSPA2)                             Human Protein Atlas  (HPA)"
"24","FBgn0013279","48583","FBgn0013279","Hsp70Bc","Human","3310","5239","HSPA6","ENSG00000173110","5","4.71","moderate","Yes","No","eggNOG, OrthoFinder, Phylome, SonicParanoid, orthoMCL","","Add","G2F details (HSPA6)    DRscDB Data: (HSPA6)                             Human Protein Atlas  (HPA)"
"24","FBgn0013279","48583","FBgn0013279","Hsp70Bc","Human","3312","5241","HSPA8","ENSG00000109971","4","3.9","moderate","No","No","eggNOG, OrthoFinder, Panther, orthoMCL","","Add","G2F details (HSPA8)    DRscDB Data: (HSPA8)                             Human Protein Atlas  (HPA)"
"24","FBgn0013279","48583","FBgn0013279","Hsp70Bc","Human","3304","5233","HSPA1B","ENSG00000204388","4","3.71","moderate","No","No","eggNOG, OrthoFinder, Phylome, orthoMCL","","Add","G2F details (HSPA1B)    DRscDB Data: (HSPA1B)                             Human Protein Atlas  (HPA)"
"24","FBgn0013279","48583","FBgn0013279","Hsp70Bc","Human","3303","5232","HSPA1A","ENSG00000204389","4","3.71","moderate","No","No","eggNOG, OrthoFinder, Phylome, orthoMCL","","Add","G2F details (HSPA1A)    DRscDB Data: (HSPA1A)                             Human Protein Atlas  (HPA)"
"24","FBgn0013279","48583","FBgn0013279","Hsp70Bc","Human","3305","5234","HSPA1L","ENSG00000204390","4","3.71","moderate","No","No","eggNOG, OrthoFinder, Phylome, orthoMCL","","Add","G2F details (HSPA1L)    DRscDB Data: (HSPA1L)                             Human Protein Atlas  (HPA)"
"24","FBgn0013279","48583","FBgn0013279","Hsp70Bc","Human","116835","16193","HSPA12B","ENSG00000132622","2","1.81","moderate","No","Yes","eggNOG, Phylome","","Add","G2F details (HSPA12B)    DRscDB Data: (HSPA12B)                             Human Protein Atlas  (HPA)"
"24","FBgn0013279","48583","FBgn0013279","Hsp70Bc","Human","51182","29526","HSPA14","ENSG00000187522","3","2.8","low","No","No","eggNOG, OrthoFinder, orthoMCL","","Add","G2F details (HSPA14)    DRscDB Data: (HSPA14)                             Human Protein Atlas  (HPA)"
"24","FBgn0013279","48583","FBgn0013279","Hsp70Bc","Human","3309","5238","HSPA5","ENSG00000044574","2","1.9","low","No","No","OrthoFinder, orthoMCL","","Add","G2F details (HSPA5)    DRscDB Data: (HSPA5)                             Human Protein Atlas  (HPA)"
"24","FBgn0013279","48583","FBgn0013279","Hsp70Bc","Human","6782","11375","HSPA13","ENSG00000155304","2","1.8","low","No","No","eggNOG, orthoMCL","","Add","G2F details (HSPA13)    DRscDB Data: (HSPA13)                             Human Protein Atlas  (HPA)"
"24","FBgn0013279","48583","FBgn0013279","Hsp70Bc","Human","3313","5244","HSPA9","ENSG00000113013","1","1","low","No","No","OrthoFinder","","Add","G2F details (HSPA9)    DRscDB Data: (HSPA9)                             Human Protein Atlas  (HPA)"
"24","FBgn0013279","48583","FBgn0013279","Hsp70Bc","Human","259217","19022","HSPA12A","ENSG00000165868","1","0.9","low","No","Yes","eggNOG","","Add","G2F details (HSPA12A)    DRscDB Data: (HSPA12A)                             Human Protein Atlas  (HPA)"
"24","FBgn0013279","48583","FBgn0013279","Hsp70Bc","Human","118461","26973","C10orf71","ENSG00000177354","1","0.9","low","No","Yes","eggNOG","","Add","G2F details (C10orf71)    DRscDB Data: (C10orf71)                             Human Protein Atlas  (HPA)"
"24","FBgn0013279","48583","FBgn0013279","Hsp70Bc","Human","10525","16931","HYOU1","ENSG00000149428","1","0.9","low","No","No","orthoMCL","","Add","G2F details (HYOU1)    DRscDB Data: (HYOU1)                             Human Protein Atlas  (HPA)"
"24","FBgn0013279","48583","FBgn0013279","Hsp70Bc","Human","54979","17824","PLAAT2","ENSG00000133328","1","0.9","low","No","Yes","eggNOG","","Add","G2F details (PLAAT2)    DRscDB Data: (PLAAT2)                             Human Protein Atlas  (HPA)"
"24","FBgn0013279","48583","FBgn0013279","Hsp70Bc","Human","10808","16969","HSPH1","ENSG00000120694","1","0.9","low","No","No","orthoMCL","","Add","G2F details (HSPH1)    DRscDB Data: (HSPH1)                             Human Protein Atlas  (HPA)"
"24","FBgn0013279","48583","FBgn0013279","Hsp70Bc","Human","22824","17041","HSPA4L","ENSG00000164070","1","0.9","low","No","No","orthoMCL","","Add","G2F details (HSPA4L)    DRscDB Data: (HSPA4L)                             Human Protein Atlas  (HPA)"
"24","FBgn0013279","48583","FBgn0013279","Hsp70Bc","Human","388633","32069","LDLRAD1","ENSG00000203985","1","0.9","low","No","Yes","eggNOG","","Add","G2F details (LDLRAD1)    DRscDB Data: (LDLRAD1)                             Human Protein Atlas  (HPA)"
"24","FBgn0013279","48583","FBgn0013279","Hsp70Bc","Human","25789","13237","TMEM59L","ENSG00000105696","1","0.9","low","No","Yes","eggNOG","","Add","G2F details (TMEM59L)    DRscDB Data: (TMEM59L)                             Human Protein Atlas  (HPA)"
"24","FBgn0013279","48583","FBgn0013279","Hsp70Bc","Human","3308","5237","HSPA4","ENSG00000170606","1","0.9","low","No","No","orthoMCL","","Add","G2F details (HSPA4)    DRscDB Data: (HSPA4)                             Human Protein Atlas  (HPA)"
"24","FBgn0013279","48583","FBgn0013279","Hsp70Bc","Human","5920","9869","PLAAT4","ENSG00000133321","1","0.9","low","No","Yes","eggNOG","","Add","G2F details (PLAAT4)    DRscDB Data: (PLAAT4)                             Human Protein Atlas  (HPA)"
"24","FBgn0013279","48583","FBgn0013279","Hsp70Bc","Human","11145","17825","PLAAT3","ENSG00000176485","1","0.9","low","No","Yes","eggNOG","","Add","G2F details (PLAAT3)    DRscDB Data: (PLAAT3)                             Human Protein Atlas  (HPA)"
"24","FBgn0013279","48583","FBgn0013279","Hsp70Bc","Human","57110","14922","PLAAT1","ENSG00000127252","1","0.9","low","No","Yes","eggNOG","","Add","G2F details (PLAAT1)    DRscDB Data: (PLAAT1)                             Human Protein Atlas  (HPA)"
"24","FBgn0013279","48583","FBgn0013279","Hsp70Bc","Human","9528","1239","TMEM59","ENSG00000116209","1","0.9","low","No","Yes","eggNOG","","Add","G2F details (TMEM59)    DRscDB Data: (TMEM59)                             Human Protein Atlas  (HPA)"
"25","FBgn0001233","38389","FBgn0001233","Hsp83","Human","3320","5253","HSP90AA1","ENSG00000080824","13","12.81","high","Yes","Yes","Compara, Domainoid, eggNOG, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Hieranoid, Panther, Phylome, SonicParanoid, orthoMCL","","Add","G2F details (HSP90AA1)    DRscDB Data: (HSP90AA1)                             Human Protein Atlas  (HPA)"
"25","FBgn0001233","38389","FBgn0001233","Hsp83","Human","3326","5258","HSP90AB1","ENSG00000096384","13","12.81","high","Yes","Yes","Compara, Domainoid, eggNOG, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Hieranoid, Panther, Phylome, SonicParanoid, orthoMCL","","Add","G2F details (HSP90AB1)    DRscDB Data: (HSP90AB1)                             Human Protein Atlas  (HPA)"
"25","FBgn0001233","38389","FBgn0001233","Hsp83","Human","7184","12028","HSP90B1","ENSG00000166598","5","4.81","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL, SonicParanoid","","Add","G2F details (HSP90B1)    DRscDB Data: (HSP90B1)                             Human Protein Atlas  (HPA)"
"25","FBgn0001233","38389","FBgn0001233","Hsp83","Human","391634","32537","HSP90AB2P","ENSG00000205940","4","4.01","moderate","No","Yes","OrthoFinder, Panther, Phylome, SonicParanoid","","Add","G2F details (HSP90AB2P)    DRscDB Data: (HSP90AB2P)                             Human Protein Atlas  (HPA)"
"25","FBgn0001233","38389","FBgn0001233","Hsp83","Human","664618","32538","HSP90AB4P","","4","3.94","moderate","No","Yes","Compara, OrthoFinder, Panther, Phylome","","Add","G2F details (HSP90AB4P)    DRscDB Data: (HSP90AB4P)                             Human Protein Atlas  (HPA)"
"25","FBgn0001233","38389","FBgn0001233","Hsp83","Human","3327","5259","HSP90AB3P","ENSG00000183199","4","3.94","moderate","No","Yes","Compara, OrthoFinder, Panther, Phylome","","Add","G2F details (HSP90AB3P)    DRscDB Data: (HSP90AB3P)                             Human Protein Atlas  (HPA)"
"25","FBgn0001233","38389","FBgn0001233","Hsp83","Human","3323","5255","HSP90AA4P","","4","3.84","moderate","No","Yes","Compara, OrthoFinder, Phylome, SonicParanoid","","Add","G2F details (HSP90AA4P)    DRscDB Data: (HSP90AA4P)                             Human Protein Atlas  (HPA)"
"25","FBgn0001233","38389","FBgn0001233","Hsp83","Human","730211","32535","HSP90AA5P","","3","2.84","moderate","No","Yes","Compara, OrthoFinder, Phylome","","Add","G2F details (HSP90AA5P)    DRscDB Data: (HSP90AA5P)                             Human Protein Atlas  (HPA)"
"25","FBgn0001233","38389","FBgn0001233","Hsp83","Human","3324","5256","HSP90AA2P","","2","1.91","moderate","No","Yes","OrthoFinder, Phylome","","Add","G2F details (HSP90AA2P)    DRscDB Data: (HSP90AA2P)                             Human Protein Atlas  (HPA)"
"25","FBgn0001233","38389","FBgn0001233","Hsp83","Human","10131","16264","TRAP1","ENSG00000126602","2","1.8","low","No","No","eggNOG, orthoMCL","","Add","G2F details (TRAP1)    DRscDB Data: (TRAP1)                             Human Protein Atlas  (HPA)"
